index,image_path,number
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/5/q3.jpg,q3.jpg
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/5/q4.jpg,q4.jpg
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/5/q5.jpg,q5.jpg
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/5/q6.jpg,q6.jpg
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/5/q7.jpg,q7.jpg
5,/home/work/yaiq/datasets/vcog-bench/marsvqa/5/choice/image/tf1_58_T1_ss3_pd.jpeg,tf1_58_T1_ss3_pd.jpeg
5,/home/work/yaiq/datasets/vcog-bench/marsvqa/5/choice/image/tf1_58_T2_ss3_pd.jpeg,tf1_58_T2_ss3_pd.jpeg
5,/home/work/yaiq/datasets/vcog-bench/marsvqa/5/choice/image/tf1_58_T3_ss3_pd.jpeg,tf1_58_T3_ss3_pd.jpeg
5,/home/work/yaiq/datasets/vcog-bench/marsvqa/5/choice/image/tf1_58_T4_ss3_pd.jpeg,tf1_58_T4_ss3_pd.jpeg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q0.jpg,q0.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q1.jpg,q1.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q2.jpg,q2.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q3.jpg,q3.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q4.jpg,q4.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q5.jpg,q5.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q6.jpg,q6.jpg
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/6/q7.jpg,q7.jpg
6,/home/work/yaiq/datasets/vcog-bench/marsvqa/6/choice/image/tf1_6_T1_ss2_pd.jpeg,tf1_6_T1_ss2_pd.jpeg
6,/home/work/yaiq/datasets/vcog-bench/marsvqa/6/choice/image/tf1_6_T2_ss2_pd.jpeg,tf1_6_T2_ss2_pd.jpeg
6,/home/work/yaiq/datasets/vcog-bench/marsvqa/6/choice/image/tf1_6_T3_ss2_pd.jpeg,tf1_6_T3_ss2_pd.jpeg
6,/home/work/yaiq/datasets/vcog-bench/marsvqa/6/choice/image/tf1_6_T4_ss2_pd.jpeg,tf1_6_T4_ss2_pd.jpeg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q0.jpg,q0.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q1.jpg,q1.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q2.jpg,q2.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q3.jpg,q3.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q4.jpg,q4.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q5.jpg,q5.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q6.jpg,q6.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/7/q7.jpg,q7.jpg
7,/home/work/yaiq/datasets/vcog-bench/marsvqa/7/choice/image/tf1_10_T1_ss3_pd.jpeg,tf1_10_T1_ss3_pd.jpeg
7,/home/work/yaiq/datasets/vcog-bench/marsvqa/7/choice/image/tf1_10_T2_ss3_pd.jpeg,tf1_10_T2_ss3_pd.jpeg
7,/home/work/yaiq/datasets/vcog-bench/marsvqa/7/choice/image/tf1_10_T3_ss3_pd.jpeg,tf1_10_T3_ss3_pd.jpeg
7,/home/work/yaiq/datasets/vcog-bench/marsvqa/7/choice/image/tf1_10_T4_ss3_pd.jpeg,tf1_10_T4_ss3_pd.jpeg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q0.jpg,q0.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q1.jpg,q1.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q2.jpg,q2.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q3.jpg,q3.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q4.jpg,q4.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q5.jpg,q5.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q6.jpg,q6.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/8/q7.jpg,q7.jpg
8,/home/work/yaiq/datasets/vcog-bench/marsvqa/8/choice/image/tf3_69_T1_ss3_pd.jpeg,tf3_69_T1_ss3_pd.jpeg
8,/home/work/yaiq/datasets/vcog-bench/marsvqa/8/choice/image/tf3_69_T2_ss3_pd.jpeg,tf3_69_T2_ss3_pd.jpeg
8,/home/work/yaiq/datasets/vcog-bench/marsvqa/8/choice/image/tf3_69_T3_ss3_pd.jpeg,tf3_69_T3_ss3_pd.jpeg
8,/home/work/yaiq/datasets/vcog-bench/marsvqa/8/choice/image/tf3_69_T4_ss3_pd.jpeg,tf3_69_T4_ss3_pd.jpeg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q0.jpg,q0.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q1.jpg,q1.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q2.jpg,q2.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q3.jpg,q3.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q4.jpg,q4.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q5.jpg,q5.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q6.jpg,q6.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/9/q7.jpg,q7.jpg
9,/home/work/yaiq/datasets/vcog-bench/marsvqa/9/choice/image/tf2_55_T1_ss2_pd.jpeg,tf2_55_T1_ss2_pd.jpeg
9,/home/work/yaiq/datasets/vcog-bench/marsvqa/9/choice/image/tf2_55_T2_ss2_pd.jpeg,tf2_55_T2_ss2_pd.jpeg
9,/home/work/yaiq/datasets/vcog-bench/marsvqa/9/choice/image/tf2_55_T3_ss2_pd.jpeg,tf2_55_T3_ss2_pd.jpeg
9,/home/work/yaiq/datasets/vcog-bench/marsvqa/9/choice/image/tf2_55_T4_ss2_pd.jpeg,tf2_55_T4_ss2_pd.jpeg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q0.jpg,q0.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q1.jpg,q1.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q2.jpg,q2.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q3.jpg,q3.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q4.jpg,q4.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q5.jpg,q5.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q6.jpg,q6.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/10/q7.jpg,q7.jpg
10,/home/work/yaiq/datasets/vcog-bench/marsvqa/10/choice/image/tf2_50_T1_ss3_md.jpeg,tf2_50_T1_ss3_md.jpeg
10,/home/work/yaiq/datasets/vcog-bench/marsvqa/10/choice/image/tf2_50_T2_ss3_md.jpeg,tf2_50_T2_ss3_md.jpeg
10,/home/work/yaiq/datasets/vcog-bench/marsvqa/10/choice/image/tf2_50_T3_ss3_md.jpeg,tf2_50_T3_ss3_md.jpeg
10,/home/work/yaiq/datasets/vcog-bench/marsvqa/10/choice/image/tf2_50_T4_ss3_md.jpeg,tf2_50_T4_ss3_md.jpeg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q0.jpg,q0.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q1.jpg,q1.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q2.jpg,q2.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q3.jpg,q3.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q4.jpg,q4.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q5.jpg,q5.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q6.jpg,q6.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/11/q7.jpg,q7.jpg
11,/home/work/yaiq/datasets/vcog-bench/marsvqa/11/choice/image/tf2_2_T1_ss3_md.jpeg,tf2_2_T1_ss3_md.jpeg
11,/home/work/yaiq/datasets/vcog-bench/marsvqa/11/choice/image/tf2_2_T2_ss3_md.jpeg,tf2_2_T2_ss3_md.jpeg
11,/home/work/yaiq/datasets/vcog-bench/marsvqa/11/choice/image/tf2_2_T3_ss3_md.jpeg,tf2_2_T3_ss3_md.jpeg
11,/home/work/yaiq/datasets/vcog-bench/marsvqa/11/choice/image/tf2_2_T4_ss3_md.jpeg,tf2_2_T4_ss3_md.jpeg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q0.jpg,q0.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q1.jpg,q1.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q2.jpg,q2.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q3.jpg,q3.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q4.jpg,q4.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q5.jpg,q5.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q6.jpg,q6.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/12/q7.jpg,q7.jpg
12,/home/work/yaiq/datasets/vcog-bench/marsvqa/12/choice/image/tf3_31_T1_ss1_pd.jpeg,tf3_31_T1_ss1_pd.jpeg
12,/home/work/yaiq/datasets/vcog-bench/marsvqa/12/choice/image/tf3_31_T2_ss1_pd.jpeg,tf3_31_T2_ss1_pd.jpeg
12,/home/work/yaiq/datasets/vcog-bench/marsvqa/12/choice/image/tf3_31_T3_ss1_pd.jpeg,tf3_31_T3_ss1_pd.jpeg
12,/home/work/yaiq/datasets/vcog-bench/marsvqa/12/choice/image/tf3_31_T4_ss1_pd.jpeg,tf3_31_T4_ss1_pd.jpeg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q0.jpg,q0.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q1.jpg,q1.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q2.jpg,q2.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q3.jpg,q3.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q4.jpg,q4.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q5.jpg,q5.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q6.jpg,q6.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/13/q7.jpg,q7.jpg
13,/home/work/yaiq/datasets/vcog-bench/marsvqa/13/choice/image/tf2_6_T1_ss1_md.jpeg,tf2_6_T1_ss1_md.jpeg
13,/home/work/yaiq/datasets/vcog-bench/marsvqa/13/choice/image/tf2_6_T2_ss1_md.jpeg,tf2_6_T2_ss1_md.jpeg
13,/home/work/yaiq/datasets/vcog-bench/marsvqa/13/choice/image/tf2_6_T3_ss1_md.jpeg,tf2_6_T3_ss1_md.jpeg
13,/home/work/yaiq/datasets/vcog-bench/marsvqa/13/choice/image/tf2_6_T4_ss1_md.jpeg,tf2_6_T4_ss1_md.jpeg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q0.jpg,q0.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q1.jpg,q1.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q2.jpg,q2.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q3.jpg,q3.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q4.jpg,q4.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q5.jpg,q5.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q6.jpg,q6.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/14/q7.jpg,q7.jpg
14,/home/work/yaiq/datasets/vcog-bench/marsvqa/14/choice/image/tf1_65_T1_ss1_md.jpeg,tf1_65_T1_ss1_md.jpeg
14,/home/work/yaiq/datasets/vcog-bench/marsvqa/14/choice/image/tf1_65_T2_ss1_md.jpeg,tf1_65_T2_ss1_md.jpeg
14,/home/work/yaiq/datasets/vcog-bench/marsvqa/14/choice/image/tf1_65_T3_ss1_md.jpeg,tf1_65_T3_ss1_md.jpeg
14,/home/work/yaiq/datasets/vcog-bench/marsvqa/14/choice/image/tf1_65_T4_ss1_md.jpeg,tf1_65_T4_ss1_md.jpeg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q0.jpg,q0.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q1.jpg,q1.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q2.jpg,q2.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q3.jpg,q3.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q4.jpg,q4.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q5.jpg,q5.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q6.jpg,q6.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/15/q7.jpg,q7.jpg
15,/home/work/yaiq/datasets/vcog-bench/marsvqa/15/choice/image/tf3_12_T1_ss3_md.jpeg,tf3_12_T1_ss3_md.jpeg
15,/home/work/yaiq/datasets/vcog-bench/marsvqa/15/choice/image/tf3_12_T2_ss3_md.jpeg,tf3_12_T2_ss3_md.jpeg
15,/home/work/yaiq/datasets/vcog-bench/marsvqa/15/choice/image/tf3_12_T3_ss3_md.jpeg,tf3_12_T3_ss3_md.jpeg
15,/home/work/yaiq/datasets/vcog-bench/marsvqa/15/choice/image/tf3_12_T4_ss3_md.jpeg,tf3_12_T4_ss3_md.jpeg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q0.jpg,q0.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q1.jpg,q1.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q2.jpg,q2.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q3.jpg,q3.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q4.jpg,q4.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q5.jpg,q5.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q6.jpg,q6.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/16/q7.jpg,q7.jpg
16,/home/work/yaiq/datasets/vcog-bench/marsvqa/16/choice/image/tf3_53_T1_ss2_pd.jpeg,tf3_53_T1_ss2_pd.jpeg
16,/home/work/yaiq/datasets/vcog-bench/marsvqa/16/choice/image/tf3_53_T2_ss2_pd.jpeg,tf3_53_T2_ss2_pd.jpeg
16,/home/work/yaiq/datasets/vcog-bench/marsvqa/16/choice/image/tf3_53_T3_ss2_pd.jpeg,tf3_53_T3_ss2_pd.jpeg
16,/home/work/yaiq/datasets/vcog-bench/marsvqa/16/choice/image/tf3_53_T4_ss2_pd.jpeg,tf3_53_T4_ss2_pd.jpeg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q0.jpg,q0.jpg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q1.jpg,q1.jpg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q2.jpg,q2.jpg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q3.jpg,q3.jpg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q4.jpg,q4.jpg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q5.jpg,q5.jpg
17,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/marsvqa/17/q6.jpg,q6.jpg
