index,image_path,number,text
5,/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/5.jpeg,5.jpeg,two objects ; one medium black hexagon at top - left and one small black square at bottom
5,/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/6.jpeg,6.jpeg,two objects ; one medium black circle at top - left and one large black circle at bottom - right
5,/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/7.jpeg,7.jpeg,two objects ; one medium black circle at top - left and one medium black circle at bottom - right
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q0.jpg,q0.jpg,2 objects ; small white triangle at top ; small black circle at bottom ; small white triangle at top
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q1.jpg,q1.jpg,two objects ; top object is a small white square ; bottom object is a large gray hexagon
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q2.jpg,q2.jpg,two objects ; a large white pentagon at top center and a large white pentagon at bottom center.
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q3.jpg,q3.jpg,"2 objects ; a medium light gray square at top, a small black hexagon at bottom ;"
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q4.jpg,q4.jpg,"two objects ; a large light gray pentagon at top, a medium gray pentagon at bottom ; separated by"
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q5.jpg,q5.jpg,two objects ; a small light gray hexagon at top and a medium white square at bottom.
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q6.jpg,q6.jpg,two objects ; a large black square at top and a tiny black hexagon at bottom ; separated
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/6/q7.jpg,q7.jpg,"two objects ; a small black pentagon at top and a large gray pentagon at bottom, separated by a"
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/0.jpeg,0.jpeg,two objects ; a large white hexagon at top center and a large white square at bottom center
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/1.jpeg,1.jpeg,two objects ; a large black hexagon at top center and a medium white square at bottom center
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/2.jpeg,2.jpeg,two objects ; a large black hexagon at top center and a large white circle at bottom center
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/3.jpeg,3.jpeg,two objects ; a large black hexagon at top center and a large white square at bottom center
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/4.jpeg,4.jpeg,two objects ; a large black hexagon at top center and a large white square at bottom center
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/5.jpeg,5.jpeg,two objects ; a large light gray hexagon at top center and a medium white square at bottom
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/6.jpeg,6.jpeg,two objects ; one large black hexagon at the top ; one small black square at the bottom
6,/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/7.jpeg,7.jpeg,two objects ; a large gray hexagon at top center and a large white square at bottom center
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q0.jpg,q0.jpg,one medium light gray hexagon centered inside a large white square.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q1.jpg,q1.jpg,one large gray pentagon at center inside a large white square.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q2.jpg,q2.jpg,a large dark gray circle at center.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q3.jpg,q3.jpg,a large light gray circle at center.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q4.jpg,q4.jpg,one large gray hexagon at center.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q5.jpg,q5.jpg,one small dark gray pentagon at center inside a large white square.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q6.jpg,q6.jpg,a large light gray pentagon at center.
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q7.jpg,q7.jpg,one small gray circle centered inside a large white square.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/0.jpeg,0.jpeg,a medium dark gray hexagon at the center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/1.jpeg,1.jpeg,a large dark gray hexagon at center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/2.jpeg,2.jpeg,one large dark gray hexagon at center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/3.jpeg,3.jpeg,a large white hexagon at center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/4.jpeg,4.jpeg,a large black hexagon at the center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/5.jpeg,5.jpeg,one large gray hexagon at center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/6.jpeg,6.jpeg,one small dark gray hexagon at center.
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/7.jpeg,7.jpeg,a large dark gray hexagon at the center.
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q0.jpg,q0.jpg,"inside outside relation with a large circle outside and a small triangle inside, positioned at the center."
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q1.jpg,q1.jpg,"two objects : a large white circle at center, a small gray triangle inside the circle near the bottom"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q2.jpg,q2.jpg,"a large white circle with two small black triangles inside, positioned side by side at the center."
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q3.jpg,q3.jpg,"3 objects in total. a large white circle at center. inside the circle, 2 small white squares"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q4.jpg,q4.jpg,"a large white circle with 2 small gray squares inside, positioned diagonally with the top square above the"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q5.jpg,q5.jpg,"5 objects in total. a large white circle at center. inside the circle, 4 small black squares"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q6.jpg,q6.jpg,"inside a large white hexagon, there is a tiny white triangle positioned towards the center - left"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q7.jpg,q7.jpg,3 objects inside a hexagon ; small light gray triangle at top ; small gray triangle at down
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/0.jpeg,0.jpeg,"three triangles inside a hexagon ; one small light gray triangle at top, one small white triangle"
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/1.jpeg,1.jpeg,three triangles inside a large white triangle ; two small black triangles at the top and two small black triangles
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/2.jpeg,2.jpeg,"three triangles inside a hexagon ; one small black triangle at top, one small black triangle at"
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/3.jpeg,3.jpeg,"three triangles inside a hexagon ; one small black triangle at top, one small black triangle at"
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/4.jpeg,4.jpeg,"three shapes inside a hexagon ; one small black square at top - left, one large black"
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/5.jpeg,5.jpeg,"three triangles inside a hexagon ; one small black triangle at top, one small black triangle at"
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/6.jpeg,6.jpeg,"three triangles inside a hexagon ; one small black triangle at top, one small black triangle at"
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/7.jpeg,7.jpeg,"three triangles and one triangle inside a hexagon. two triangles at top, one triangle at bottom"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q0.jpg,q0.jpg,two objects ; a medium black square at the top and a medium light gray hexagon at the
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q1.jpg,q1.jpg,2 objects ; a medium light gray square at top ; a large dark gray hexagon at bottom
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q2.jpg,q2.jpg,two objects ; top object is a medium white square ; bottom object is a small black hexagon
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q3.jpg,q3.jpg,"two objects ; small white triangle at top, small dark gray pentagon at bottom ; vertically aligned."
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q4.jpg,q4.jpg,"two objects ; medium black triangle at top - center, small gray pentagon at bottom - center, separated"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q5.jpg,q5.jpg,"2 objects ; a medium light gray triangle at top, a large black pentagon at bottom ; separated by"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q6.jpg,q6.jpg,two objects ; a small light gray pentagon at the top center and a large light gray square at the
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q7.jpg,q7.jpg,"two objects ; a large white pentagon at top center and a small gray square at bottom center, separated"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/0.jpeg,0.jpeg,"2 objects ; a large black circle at top, a small gray square at bottom ; top - down"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/1.jpeg,1.jpeg,"2 objects ; a large black pentagon at the top, a small light gray square at the bottom ;"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/2.jpeg,2.jpeg,"2 objects ; a large black pentagon at the top, a small gray square at the bottom ; top"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/3.jpeg,3.jpeg,"2 objects ; a large black pentagon at top, a small gray square at bottom ; top - down"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/4.jpeg,4.jpeg,"2 objects ; a large black pentagon at the top, a small gray square at the bottom ; top"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/5.jpeg,5.jpeg,"2 objects ; a large black pentagon at the top, a small gray square at the bottom ; top"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/6.jpeg,6.jpeg,"2 objects ; a large black pentagon at the top, a large gray square at the bottom ; top"
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/7.jpeg,7.jpeg,"2 objects ; a large black pentagon at the top, a small dark gray square at the bottom ;"
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q0.jpg,q0.jpg,two objects ; medium dark gray triangle on the left ; large white circle on the right.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q1.jpg,q1.jpg,2 objects. left : small white square. right : large light gray triangle.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q2.jpg,q2.jpg,two objects ; left : medium gray pentagon ; right : small black square ; separated by vertical line.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q3.jpg,q3.jpg,two objects ; medium gray triangle on the left ; large black triangle on the right.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q4.jpg,q4.jpg,2 objects ; a large dark gray square on the left and a large white square on the right ;
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q5.jpg,q5.jpg,two objects ; left : large white pentagon ; right : small light gray circle ; positioned centrally with vertical
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q6.jpg,q6.jpg,two objects ; a large white triangle on the left and a large light gray square on the right ;
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q7.jpg,q7.jpg,"2 objects ; a medium gray square on the left, a medium black circle on the right."
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/0.jpeg,0.jpeg,two objects. a medium dark gray pentagon on the left ; a medium white triangle on the right.
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/1.jpeg,1.jpeg,two objects ; a large dark gray pentagon on the left ; a small white triangle on the right.
