index,image_path,number
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q6.jpg,q6.jpg
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/7/q7.jpg,q7.jpg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/0.jpeg,0.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/1.jpeg,1.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/2.jpeg,2.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/3.jpeg,3.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/4.jpeg,4.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/5.jpeg,5.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/6.jpeg,6.jpeg
7,/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/7.jpeg,7.jpeg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q0.jpg,q0.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q1.jpg,q1.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q2.jpg,q2.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q3.jpg,q3.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q4.jpg,q4.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q5.jpg,q5.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q6.jpg,q6.jpg
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/8/q7.jpg,q7.jpg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/0.jpeg,0.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/1.jpeg,1.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/2.jpeg,2.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/3.jpeg,3.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/4.jpeg,4.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/5.jpeg,5.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/6.jpeg,6.jpeg
8,/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/7.jpeg,7.jpeg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q0.jpg,q0.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q1.jpg,q1.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q2.jpg,q2.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q3.jpg,q3.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q4.jpg,q4.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q5.jpg,q5.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q6.jpg,q6.jpg
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/9/q7.jpg,q7.jpg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/0.jpeg,0.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/1.jpeg,1.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/2.jpeg,2.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/3.jpeg,3.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/4.jpeg,4.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/5.jpeg,5.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/6.jpeg,6.jpeg
9,/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/7.jpeg,7.jpeg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q0.jpg,q0.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q1.jpg,q1.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q2.jpg,q2.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q3.jpg,q3.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q4.jpg,q4.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q5.jpg,q5.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q6.jpg,q6.jpg
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/10/q7.jpg,q7.jpg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/0.jpeg,0.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/1.jpeg,1.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/2.jpeg,2.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/3.jpeg,3.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/4.jpeg,4.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/5.jpeg,5.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/6.jpeg,6.jpeg
10,/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/7.jpeg,7.jpeg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q0.jpg,q0.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q1.jpg,q1.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q2.jpg,q2.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q3.jpg,q3.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q4.jpg,q4.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q5.jpg,q5.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q6.jpg,q6.jpg
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/11/q7.jpg,q7.jpg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/0.jpeg,0.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/1.jpeg,1.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/2.jpeg,2.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/3.jpeg,3.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/4.jpeg,4.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/5.jpeg,5.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/6.jpeg,6.jpeg
11,/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/7.jpeg,7.jpeg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q0.jpg,q0.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q1.jpg,q1.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q2.jpg,q2.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q3.jpg,q3.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q4.jpg,q4.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q5.jpg,q5.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q6.jpg,q6.jpg
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/12/q7.jpg,q7.jpg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/0.jpeg,0.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/1.jpeg,1.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/2.jpeg,2.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/3.jpeg,3.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/4.jpeg,4.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/5.jpeg,5.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/6.jpeg,6.jpeg
12,/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/7.jpeg,7.jpeg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q0.jpg,q0.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q1.jpg,q1.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q2.jpg,q2.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q3.jpg,q3.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q4.jpg,q4.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q5.jpg,q5.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q6.jpg,q6.jpg
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/13/q7.jpg,q7.jpg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/0.jpeg,0.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/1.jpeg,1.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/2.jpeg,2.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/3.jpeg,3.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/4.jpeg,4.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/5.jpeg,5.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/6.jpeg,6.jpeg
13,/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/7.jpeg,7.jpeg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q0.jpg,q0.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q1.jpg,q1.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q2.jpg,q2.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q3.jpg,q3.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q4.jpg,q4.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q5.jpg,q5.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q6.jpg,q6.jpg
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/14/q7.jpg,q7.jpg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/0.jpeg,0.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/1.jpeg,1.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/2.jpeg,2.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/3.jpeg,3.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/4.jpeg,4.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/5.jpeg,5.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/6.jpeg,6.jpeg
14,/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/7.jpeg,7.jpeg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q0.jpg,q0.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q1.jpg,q1.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q2.jpg,q2.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q3.jpg,q3.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q4.jpg,q4.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q5.jpg,q5.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q6.jpg,q6.jpg
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/15/q7.jpg,q7.jpg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/0.jpeg,0.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/1.jpeg,1.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/2.jpeg,2.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/3.jpeg,3.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/4.jpeg,4.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/5.jpeg,5.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/6.jpeg,6.jpeg
15,/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/7.jpeg,7.jpeg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q0.jpg,q0.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q1.jpg,q1.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q2.jpg,q2.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q3.jpg,q3.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q4.jpg,q4.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q5.jpg,q5.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q6.jpg,q6.jpg
16,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/vcog-bench/raven/16/q7.jpg,q7.jpg
16,/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/0.jpeg,0.jpeg
