image_path,label,split
/home/work/yaiq/datasets/vcog-bench/raven/2/choice/image/6.jpeg,"2 objects; top dark gray circle, bottom small gray triangle; large circle, tiny triangle; top down relation.",train
/home/work/yaiq/datasets/vcog-bench/raven/2/choice/image/7.jpeg,"2 objects; top dark gray triangle, bottom gray triangle; medium triangle, medium triangle; top down relation.",train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/0.jpeg,4 objects; tiny gray triangle at top-left; tiny black square at top-right; small light gray hexagon at bottom-left; tiny black triangle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/7.jpeg,4 objects; tiny light gray triangle at top-left; tiny dark gray square at top-right; small white hexagon at bottom-left; tiny dark gray triangle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/1.jpeg,3 objects; small black hexagon at top-left; medium dark gray triangle at top-right; small white circle at bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/3.jpeg,4 objects; tiny dark gray triangle at top-left; tiny dark gray square at top-right; small black hexagon at bottom-left; tiny white triangle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/2.jpeg,4 objects; tiny white triangle at top-left; tiny white square at top-right; small dark gray hexagon at bottom-left; tiny light gray triangle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/4.jpeg,1 object; large black hexagon at top-left.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/6.jpeg,4 objects; tiny light gray triangle at top-left; tiny light gray square at top-right; small gray hexagon at bottom-left; tiny light gray triangle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/3/choice/image/5.jpeg,1 object; large gray hexagon at top-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/0.jpeg,Two objects; a medium dark gray triangle on the left and a medium black circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/1.jpeg,Two objects; a small gray triangle on the left and a medium gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/5.jpeg,Two objects; a medium dark gray triangle on the left and a medium gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/2.jpeg,Two objects; a medium dark gray triangle on the left and a medium white circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/3.jpeg,Two objects; a medium white triangle on the left and a medium gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/4.jpeg,Two objects; a medium black triangle on the left and a medium gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/6.jpeg,Two objects; a medium light gray triangle on the left and a medium gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/4/choice/image/7.jpeg,Two objects; a medium gray triangle on the left and a medium gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/0.jpeg,Two objects; one medium black pentagon at top-left and one small black hexagon at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/2.jpeg,One object; small dark gray hexagon at top-left.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/1.jpeg,One object; small light gray hexagon at bottom-left.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/3.jpeg,One object; small light gray hexagon at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/5.jpeg,Two objects; one medium black hexagon at top-left and one medium black square at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/4.jpeg,Two objects; one large black circle at top-left and one medium black circle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/7.jpeg,Two objects; one medium black circle at top-left and one medium black circle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/5/choice/image/6.jpeg,Two objects; one medium black circle at top-left and one large black circle at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/3.jpeg,Two objects; a large black hexagon at top center and a medium white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/0.jpeg,Two objects; a large white hexagon at top center and a medium white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/1.jpeg,Two objects; a large black hexagon at top center and a medium white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/2.jpeg,Two objects; a large black hexagon at top center and a large white circle at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/4.jpeg,Two objects; a large black hexagon at top center and a medium white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/5.jpeg,Two objects; a large light gray hexagon at top center and a medium white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/6.jpeg,Two objects; a large black hexagon at top center and a small white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/6/choice/image/7.jpeg,Two objects; a large gray hexagon at top center and a medium white square at bottom center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/0.jpeg,One medium dark gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/1.jpeg,One large dark gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/2.jpeg,One huge dark gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/6.jpeg,One small dark gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/3.jpeg,One large white hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/4.jpeg,One large black hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/5.jpeg,One large gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/7/choice/image/7.jpeg,One large dark gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/0.jpeg,"Three triangles inside a hexagon; one small light gray triangle at top, one small white triangle at bottom-left, one small dark gray triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/1.jpeg,"Three triangles inside a large triangle; one small black triangle at top, one small black triangle at bottom-left, one small black triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/2.jpeg,"Three triangles inside a hexagon; one small black triangle at top, one small black triangle at bottom-left, one small black triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/5.jpeg,"Three triangles inside a hexagon; one small black triangle at top, one small black triangle at bottom-left, one small black triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/3.jpeg,"Three triangles inside a hexagon; one small black triangle at top, one small black triangle at bottom-left, one small black triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/4.jpeg,"Three shapes inside a hexagon; one small black square at top-left, one medium black circle at bottom-left, one small black square at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/7.jpeg,"Three triangles inside a hexagon; one small black triangle at top, one small black triangle at bottom-left, one small black triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/8/choice/image/6.jpeg,"Three triangles inside a hexagon; one small black triangle at top, one small black triangle at bottom-left, one small black triangle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/0.jpeg,"2 objects; a large black circle at the top, a small gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/1.jpeg,"2 objects; a large black pentagon at the top, a small light gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/5.jpeg,"2 objects; a large black pentagon at the top, a small gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/3.jpeg,"2 objects; a large black pentagon at the top, a small gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/2.jpeg,"2 objects; a large black pentagon at the top, a small gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/4.jpeg,"2 objects; a medium black pentagon at the top, a small gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/6.jpeg,"2 objects; a large black pentagon at the top, a large gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/9/choice/image/7.jpeg,"2 objects; a large black pentagon at the top, a small dark gray square at the bottom; top-down relation; separated by a horizontal line.",train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/0.jpeg,Two objects. A medium dark gray pentagon on the left; a medium white triangle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/1.jpeg,Two objects. A large dark gray pentagon on the left; a small white triangle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/3.jpeg,Two objects. A small gray pentagon on the left; a medium white triangle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/2.jpeg,Two objects. A small dark gray pentagon on the left; a medium white hexagon on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/4.jpeg,Two objects. A small dark gray pentagon on the left; a medium gray triangle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/5.jpeg,Two objects. A medium dark gray pentagon on the left; a medium white triangle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/7.jpeg,Two objects. A small gray pentagon on the left; a medium white triangle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/10/choice/image/6.jpeg,Two objects. A medium dark gray pentagon on the left; a medium white circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/0.jpeg,"Two objects, a large black triangle at the top and a large white triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/7.jpeg,"Two objects, a large black triangle at the top and a large white triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/4.jpeg,"Two objects, a large black triangle at the top and a large light gray triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/1.jpeg,"Two objects, a large black triangle at the top and a small white triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/5.jpeg,"Two objects, a large black triangle at the top and a large white triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/2.jpeg,"Two objects, a large black triangle at the top and a large white hexagon at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/3.jpeg,"Two objects, a large white triangle at the top and a large white triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/11/choice/image/6.jpeg,"Two objects, a large black square at the top and a large white triangle at the bottom, separated by a horizontal line.",test
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/0.jpeg,Two objects; a medium light gray hexagon at the top-center and a large black triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/3.jpeg,Two objects; a medium light gray triangle at the top-center and a large black triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/1.jpeg,Two objects; a medium light gray triangle at the top-center and a small black triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/4.jpeg,Two objects; a medium light gray triangle at the top-center and a large black triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/2.jpeg,Two objects; a medium light gray triangle at the top-center and a large dark gray triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/5.jpeg,Two objects; a medium light gray triangle at the top-center and a large black hexagon at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/6.jpeg,Two objects; a medium light gray triangle at the top-center and a small black triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/12/choice/image/7.jpeg,Two objects; a medium gray triangle at the top-center and a large black triangle at the bottom-center.,train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/4.jpeg,"2 objects; 1 medium white square at top-right, 1 large white square at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/0.jpeg,"3 objects; 1 medium gray triangle at top-center, 1 large dark gray hexagon at bottom-left, 1 large dark gray pentagon at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/1.jpeg,"2 objects; 1 small black square at top-right, 1 medium gray square at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/2.jpeg,"4 objects; 2 small white triangles at top-left and middle-left, 1 large dark gray triangle at top-right, 1 large white circle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/3.jpeg,"2 objects; 1 medium white circle at top-right, 1 large white circle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/5.jpeg,1 object; 1 medium black hexagon at bottom-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/6.jpeg,"2 objects; 1 medium dark gray square at top-right, 1 large black square at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/13/choice/image/7.jpeg,"2 objects; 1 medium white pentagon at top-right, 1 large white pentagon at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/4.jpeg,"Two objects; left is a small gray pentagon, right is a large dark gray circle; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/0.jpeg,"Two objects; both pentagons; left is small and gray, right is large and dark gray; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/1.jpeg,"Two objects; left is a small gray triangle, right is a large dark gray circle; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/2.jpeg,"Two objects; left is a small gray square, right is a large dark gray circle; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/3.jpeg,"Two objects; left is a medium gray pentagon, right is a medium dark gray circle; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/5.jpeg,"Two objects; left is a medium gray circle, right is a huge dark gray circle; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/6.jpeg,"Two objects; left is a small gray hexagon, right is a large dark gray circle; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/14/choice/image/7.jpeg,"Two objects; left is a small gray pentagon, right is a large dark gray hexagon; positioned left and right.",train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/4.jpeg,Two objects; medium black hexagon on the left; large dark gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/0.jpeg,Two objects; medium gray hexagon on the left; large dark gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/1.jpeg,Two objects; medium black hexagon on the left; large gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/2.jpeg,Two objects; medium black hexagon on the left; medium dark gray square on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/3.jpeg,Two objects; medium white hexagon on the left; large dark gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/5.jpeg,Two objects; medium black hexagon on the left; large dark gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/6.jpeg,Two objects; large black hexagon on the left; small dark gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/15/choice/image/7.jpeg,Two objects; medium black hexagon on the left; large dark gray circle on the right.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/1.jpeg,Inside outside relation with a large white square outside and a tiny light gray hexagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/0.jpeg,Inside outside relation with a large white square outside and a tiny light gray pentagon at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/2.jpeg,Inside outside relation with a large white square outside and a tiny dark gray triangle at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/3.jpeg,Inside outside relation with a large white square outside and a tiny light gray triangle at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/4.jpeg,Inside outside relation with a large white square outside and a tiny light gray triangle at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/7.jpeg,Inside outside relation with a large white square outside and a tiny light gray triangle at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/6.jpeg,Inside outside relation with a large white square outside and a small dark gray triangle at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/16/choice/image/5.jpeg,Inside outside relation with a large white circle outside and a tiny light gray triangle at center.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/0.jpeg,One medium black square at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/1.jpeg,One small black triangle at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/5.jpeg,One small black pentagon at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/3.jpeg,One medium black pentagon at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/2.jpeg,One small black pentagon at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/4.jpeg,One medium black pentagon at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/7.jpeg,One medium black hexagon at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/17/choice/image/6.jpeg,One medium black circle at center inside one huge white triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/0.jpeg,"3 objects; shapes: square, triangle; colours: dark gray, black; sizes: small, medium, large; positions: small dark gray square at bottom-left, medium black triangle at center, large black triangle at top.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/3.jpeg,"4 objects; shapes: triangle, pentagon, circle; colours: dark gray; sizes: large, small, medium; positions: small dark gray triangle at top-left, small dark gray pentagon at top-right, large dark gray triangle at bottom-left, medium dark gray circle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/2.jpeg,"4 objects; shapes: triangle, pentagon, circle; colours: dark gray; sizes: large, small, medium; positions: small dark gray triangle at top-left, small dark gray pentagon at top-right, large dark gray triangle at bottom-left, medium dark gray circle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/1.jpeg,"4 objects; shapes: circle, triangle, pentagon; colours: dark gray; sizes: small, medium, large; positions: small dark gray circle at top, small dark gray triangle below circle, medium dark gray pentagon below triangle, large dark gray triangle at bottom.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/5.jpeg,"5 objects; shapes: triangle, pentagon, circle, hexagon; colours: black, dark gray; sizes: tiny, small, medium, large, huge; positions: tiny black triangle at top-left, small dark gray hexagon at top-center, medium dark gray pentagon at middle-left, large dark gray pentagon at middle-right, huge dark gray circle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/6.jpeg,"4 objects; shapes: triangle, pentagon, circle; colours: dark gray; sizes: large, small, medium; positions: small dark gray triangle at top-left, small dark gray pentagon at top-right, large dark gray triangle at bottom-left, medium dark gray circle at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/4.jpeg,"4 objects; shapes: square, circle, hexagon; colours: dark gray; sizes: small, medium, large, huge; positions: small dark gray circle at top-left, small dark gray square at top-right, large dark gray circle at bottom-left, medium dark gray hexagon at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/18/choice/image/7.jpeg,"8 objects; shapes: triangle, square, circle, pentagon, hexagon; colours: black, dark gray; sizes: tiny, small, medium, large, huge; positions: tiny dark gray triangle at top-left, small black square at top-center, medium black hexagon at top-right, large black square at middle-left, huge dark gray circle at middle-right, small dark gray square at bottom-left, large dark gray hexagon at bottom-center, medium black pentagon at bottom-right.",train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/3.jpeg,3 times 3 sub-blocks with 9 objects; all are small black triangles; positioned uniformly in a grid.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/0.jpeg,3 times 3 sub-blocks with 9 objects; top-left: small dark gray triangle; top: small gray triangle; top-right: small gray triangle; left: medium black triangle; center: medium white triangle; right: medium gray triangle; down-left: small white triangle; down: medium black triangle; down-right: small gray triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/1.jpeg,Three objects in vertical alignment; large dark gray triangle at top; medium gray hexagon at center; small dark gray triangle at bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/2.jpeg,Five objects; top-left: large white circle; top-right: large gray square; center: large white hexagon; bottom-left: medium dark gray circle; bottom-right: large light gray pentagon.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/5.jpeg,3 times 3 sub-blocks with 9 objects; all are small black triangles; positioned uniformly in a grid.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/4.jpeg,3 times 3 sub-blocks with 9 objects; varying sizes of dark gray triangles; top-left: medium triangle; top: medium triangle; top-right: medium triangle; left: large triangle; center: large triangle; right: large triangle; down-left: large triangle; down: large triangle; down-right: large triangle.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/7.jpeg,A large light gray circle at the top-right.,train
/home/work/yaiq/datasets/vcog-bench/raven/19/choice/image/6.jpeg,3 times 3 sub-blocks with 9 objects; all are small black triangles; positioned uniformly in a grid.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/0.jpeg,A large black square at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/1.jpeg,A tiny black triangle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/2.jpeg,A large black circle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/3.jpeg,A large black triangle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/7.jpeg,A large black triangle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/4.jpeg,A small black triangle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/5.jpeg,A large dark gray triangle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/20/choice/image/6.jpeg,A large black triangle at the center.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/0.jpeg,2 objects; a small dark gray circle at the top; a large white circle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/4.jpeg,2 objects; a small dark gray circle at the top; a large white triangle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/1.jpeg,2 objects; a small dark gray circle at the top; a large white pentagon at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/2.jpeg,2 objects; a huge dark gray circle at the top; a large white triangle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/3.jpeg,2 objects; a small dark gray triangle at the top; a large white triangle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/5.jpeg,2 objects; a medium dark gray circle at the top; a large white triangle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/6.jpeg,2 objects; a small dark gray circle at the top; a large light gray triangle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/21/choice/image/7.jpeg,2 objects; a small dark gray circle at the top; a large dark gray triangle at the bottom.,train
/home/work/yaiq/datasets/vcog-bench/raven/22/choice/image/0.jpeg,A small black circle at center.,test
/home/work/yaiq/datasets/vcog-bench/raven/22/choice/image/2.jpeg,A small dark gray circle at center.,test
/home/work/yaiq/datasets/vcog-bench/raven/22/choice/image/4.jpeg,A small gray circle at center.,test
/home/work/yaiq/datasets/vcog-bench/raven/22/choice/image/1.jpeg,A small dark gray triangle at center.,test
/home/work/yaiq/datasets/vcog-bench/raven/22/choice/image/3.jpeg,A small white circle at center.,test
