index,image_path,number,text
2,/home/work/yaiq/datasets/MENSA/train/Q2/A.png,A,a medium black circle at the center inside a large white square.
2,/home/work/yaiq/datasets/MENSA/train/Q2/B.png,B,a medium black square with three small black lines radiating from the center. the star is centered within the
2,/home/work/yaiq/datasets/MENSA/train/Q2/C.png,C,a medium white square with a small black cross inside at the center.
2,/home/work/yaiq/datasets/MENSA/train/Q2/D.png,D,a large white square at the center.
2,/home/work/yaiq/datasets/MENSA/train/Q2/E.png,E,two objects : a medium white square with a small white diamond inside at the center.
2,/home/work/yaiq/datasets/MENSA/train/Q2/F.png,F,"a medium black square with three small black circles around it, positioned at the center."
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q0.jpg,q0,a large white circle at the center.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q1.jpg,q1,two objects : a large white circle at center with a medium black circle inside at center.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q2.jpg,q2,two objects : a large white circle with a medium black cross inside at the center.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q3.jpg,q3,a medium black cross at the center inside a large black square.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q4.jpg,q4,a large white square at the center.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q5.jpg,q5,two objects : a medium black circle inside a large white square at the center.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q6.jpg,q6,a large white triangle with a medium black circle inside at the center.
3,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q3/q7.jpg,q7,a large white triangle with a medium black cross inside at the center.
3,/home/work/yaiq/datasets/MENSA/train/Q3/A.png,A,a medium black triangle with four small squares inside at the center.
3,/home/work/yaiq/datasets/MENSA/train/Q3/B.png,B,a large white triangle with a small black cross inside at the center.
3,/home/work/yaiq/datasets/MENSA/train/Q3/C.png,C,a large white triangle with a medium black circle inside at the center.
3,/home/work/yaiq/datasets/MENSA/train/Q3/D.png,D,two objects : a medium white square outside and a medium black circle inside at center.
3,/home/work/yaiq/datasets/MENSA/train/Q3/E.png,E,a medium black cross inside a large white square. the cross is centered within a large black square.
3,/home/work/yaiq/datasets/MENSA/train/Q3/F.png,F,a large white triangle with a tiny black triangle inside at the top - center.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q0.jpg,q0,"a medium black square at the top - left, and a medium black square at the top - right"
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q1.jpg,q1,a small black square at the center on a horizontal line.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q2.jpg,q2,a medium black square at the top - left with a horizontal line at the middle - right.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q3.jpg,q3,a large black square on a long black line at the top - left.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q4.jpg,q4,a small black cross at the center.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q5.jpg,q5,a small black square with a wooden handle at the bottom - left.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q6.jpg,q6,a small black square on top of a large black column.
4,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q4/q7.jpg,q7,a small black cross at the center.
4,/home/work/yaiq/datasets/MENSA/train/Q4/A.png,A,a medium black line at the top - left and a medium black line at the bottom - right.
4,/home/work/yaiq/datasets/MENSA/train/Q4/B.png,B,a small black cross at the center.
4,/home/work/yaiq/datasets/MENSA/train/Q4/C.png,C,a medium black square at the end of a horizontal line.
4,/home/work/yaiq/datasets/MENSA/train/Q4/D.png,D,a medium black square at the center.
4,/home/work/yaiq/datasets/MENSA/train/Q4/E.png,E,a medium black square with a horizontal line at the top - left.
4,/home/work/yaiq/datasets/MENSA/train/Q4/F.png,F,"a medium black line at the top - left, a small black square at the bottom - left,"
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q0.jpg,q0,"a medium black line at the center, pointing down from the top."
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q1.jpg,q1,a black line at the top - left and a black line at the bottom - right.
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q2.jpg,q2,a black arrow with a horizontal line at the center.
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q3.jpg,q3,"a black cross at the top, bottom, and middle."
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q4.jpg,q4,a black line at the center with a black cross inside.
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q5.jpg,q5,a small black line with two notches at the center.
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q6.jpg,q6,"a medium black vertical line with three notches at the top, positioned at the center."
5,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q5/q7.jpg,q7,a black line with a t at the bottom - left and a black line with a t at the
5,/home/work/yaiq/datasets/MENSA/train/Q5/A.png,A,a black line with two notches at the center. a black line with two notches at the
5,/home/work/yaiq/datasets/MENSA/train/Q5/B.png,B,a small black arrow at the center - right.
5,/home/work/yaiq/datasets/MENSA/train/Q5/C.png,C,a black line at the center with one end split by a horizontal line. the line is tilted slightly
5,/home/work/yaiq/datasets/MENSA/train/Q5/D.png,D,a small black arrow at the center.
5,/home/work/yaiq/datasets/MENSA/train/Q5/E.png,E,a black line at the top - left and a black line at the bottom - right with a small
5,/home/work/yaiq/datasets/MENSA/train/Q5/F.png,F,a small black line with two notches at the center.
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q0.jpg,q0,a small black square at the top - left and a small black square at the top - right.
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q1.jpg,q1,"3 times 3 sub - blocks with 4 objects : a small black square at the top - left,"
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q2.jpg,q2,three squares ; three black squares stacked vertically in the center.
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q3.jpg,q3,"3 objects : 3 squares, 2 squares ; black colour ; medium size ; arranged in 2 times 2"
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q4.jpg,q4,3 objects : 4 medium black squares in a 2x2 sub - blocks.
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q5.jpg,q5,"a medium black square at the top - left, top - center, bottom - left, and bottom"
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q6.jpg,q6,"3 times 3 sub - blocks with 4 objects : a black square at left - bottom, a black"
6,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q6/q7.jpg,q7,"split by 3 rays from the center, 4 black squares in a 2 times 2 sub - block pattern"
6,/home/work/yaiq/datasets/MENSA/train/Q6/A.png,A,a medium blue square at bottom - left ; four medium black squares in a row ; one at top
6,/home/work/yaiq/datasets/MENSA/train/Q6/B.png,B,three squares and one square ; three black squares stacked vertically in a vertical line at the bottom.
6,/home/work/yaiq/datasets/MENSA/train/Q6/C.png,C,"three objects : three medium black squares stacked in a triangular formation at the bottom, one at the bottom"
6,/home/work/yaiq/datasets/MENSA/train/Q6/D.png,D,"three medium black squares in a row at the bottom, bottom - left, bottom - center, and"
6,/home/work/yaiq/datasets/MENSA/train/Q6/E.png,E,"a medium white square at the top - right, a medium black square at the top - left,"
6,/home/work/yaiq/datasets/MENSA/train/Q6/F.png,F,"5 objects : all 4 squares ; one tiny white triangle at top, one medium black square at center"
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q0.jpg,q0,"3 times 3 sub - blocks, 3 objects : a small black square at the bottom - right,"
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q1.jpg,q1,"3 times 3 sub - blocks with 5 objects : a small black square at the left - center,"
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q2.jpg,q2,3 times 3 sub - blocks with 4 objects. two small black squares at the top - left and
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q3.jpg,q3,"3 times 3 sub - blocks with 3 objects : a small black square at the left - top,"
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q4.jpg,q4,3 times 3 sub - blocks with 4 objects. two small black squares at the top - left and
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q5.jpg,q5,"3 times 3 sub - blocks with 8 objects. large black and white square at top - left,"
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q6.jpg,q6,3 times 3 sub - blocks with 4 objects. two small black squares at the top - left and
7,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q7/q7.jpg,q7,3 times 3 sub - blocks with 9 objects ; all are medium black squares ; one at top -
7,/home/work/yaiq/datasets/MENSA/train/Q7/A.png,A,"3 times 3 sub - blocks with 9 objects ; medium black square at top - left, medium black"
7,/home/work/yaiq/datasets/MENSA/train/Q7/B.png,B,"3 times 3 sub - blocks with 9 objects ; medium black square at top - left, medium black"
7,/home/work/yaiq/datasets/MENSA/train/Q7/C.png,C,"3 times 3 sub - blocks with 6 objects ; medium black square at top - left, medium black"
7,/home/work/yaiq/datasets/MENSA/train/Q7/D.png,D,"3 times 3 sub - blocks with 6 objects ; one small black square at top - center, one"
7,/home/work/yaiq/datasets/MENSA/train/Q7/E.png,E,3 times 3 sub - blocks with 6 objects ; all are medium black squares ; one at top -
7,/home/work/yaiq/datasets/MENSA/train/Q7/F.png,F,"6 objects ; 8 squares, 2 times 2 sub - blocks ; black and white ; medium size ;"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q0.jpg,q0,a medium black letter made of nine small black circles.
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q1.jpg,q1,"nine medium black circles arranged in a triangular pattern with one at the top - left, one at the"
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q2.jpg,q2,a large group of nine black circles arranged in a triangular pattern.
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q3.jpg,q3,seven objects : all medium black circles arranged in a cross shape at the center.
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q4.jpg,q4,nine medium black circles arranged in a horizontal pattern with the top row tilted down and the bottom row tilted
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q5.jpg,q5,a medium black circle pattern with eight small black circles around it.
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q6.jpg,q6,nine medium black circles arranged in a 2 times 2 sub - block.
8,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q8/q7.jpg,q7,a medium black triangle with eight small black circles arranged in it.
8,/home/work/yaiq/datasets/MENSA/train/Q8/A.png,A,a large black letter made of medium black circles at the center.
8,/home/work/yaiq/datasets/MENSA/train/Q8/B.png,B,a large black triangle with seven small black circles around it.
8,/home/work/yaiq/datasets/MENSA/train/Q8/C.png,C,a medium black triangle made of six medium black circles.
8,/home/work/yaiq/datasets/MENSA/train/Q8/D.png,D,seven medium black circles arranged in a triangle formation at the center.
8,/home/work/yaiq/datasets/MENSA/train/Q8/E.png,E,"a large black circle at the top - center, a large black circle at the bottom - left,"
8,/home/work/yaiq/datasets/MENSA/train/Q8/F.png,F,a large black triangle with seven small black circles around it.
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q0.jpg,q0,"3 objects : a small black circle at the top - left, a small white square at the top"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q1.jpg,q1,"3 objects : a small black circle at the top, a small black square at the bottom - left"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q2.jpg,q2,"4 objects : a small black circle at the top, a small black square at the bottom - left"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q3.jpg,q3,"3 objects : a small black circle at the bottom - left, a small black circle at the bottom"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q4.jpg,q4,"split by 3 rays from the center, a black circle at center, a black line at top,"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q5.jpg,q5,"3 objects : a medium black circle at center, a medium black square at bottom - left, and"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q6.jpg,q6,"3 objects : a medium black square at the top, a small black circle at the bottom - right"
9,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q9/q7.jpg,q7,"3 objects : a medium black circle at center, a medium black square at bottom - right, and"
9,/home/work/yaiq/datasets/MENSA/train/Q9/A.png,A,"split by 3 rays from the center, a black line at the bottom from the center to the bottom"
9,/home/work/yaiq/datasets/MENSA/train/Q9/B.png,B,"4 objects ; 4 small black circles, 1 small black square, and 1 small black square ; small"
9,/home/work/yaiq/datasets/MENSA/train/Q9/C.png,C,"split by 3 rays from the center, a black line at the center with a small black circle at"
9,/home/work/yaiq/datasets/MENSA/train/Q9/D.png,D,"3 objects ; 4 squares, 1 circle ; black colour, medium size ; 4 squares at the bottom"
9,/home/work/yaiq/datasets/MENSA/train/Q9/E.png,E,"3 objects : a medium white square at the top, a small black circle at the bottom - left"
9,/home/work/yaiq/datasets/MENSA/train/Q9/F.png,F,"4 objects ; 4 small black circles, 1 small black square, 1 small black square, 3 small"
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q0.jpg,q0,a medium black triangle with white border at the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q1.jpg,q1,a large white and black triangle at the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q2.jpg,q2,a large black and white triangle at the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q3.jpg,q3,a large white and black triangle at the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q4.jpg,q4,a medium black and white triangle with a notch at the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q5.jpg,q5,a large black triangle with white border at the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q6.jpg,q6,a medium black and white triangle split by 3 rays from the center.
10,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q10/q7.jpg,q7,a large black triangle with one notch at the center.
10,/home/work/yaiq/datasets/MENSA/train/Q10/A.png,A,a large black triangle at the center.
10,/home/work/yaiq/datasets/MENSA/train/Q10/B.png,B,a medium black triangle with one notch at center.
10,/home/work/yaiq/datasets/MENSA/train/Q10/C.png,C,a medium white triangle with black inside at the center.
10,/home/work/yaiq/datasets/MENSA/train/Q10/D.png,D,a medium black triangle with one notch at the top center.
10,/home/work/yaiq/datasets/MENSA/train/Q10/E.png,E,a large black triangle with white inside at the center.
10,/home/work/yaiq/datasets/MENSA/train/Q10/F.png,F,two objects : a large white and black triangle with a black border at the top - left and a
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q0.jpg,q0,a large white oval at the center.
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q1.jpg,q1,a large white square with a black border at the center.
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q2.jpg,q2,a large white square at the center.
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q3.jpg,q3,a small black circle at the center inside an oval.
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q4.jpg,q4,"two objects : a medium black circle inside a large white square, centered."
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q5.jpg,q5,a large white circle with a black border at the center inside a large white square.
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q6.jpg,q6,a small black circle at the center.
11,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q11/q7.jpg,q7,a small black circle at center inside a large black circle.
11,/home/work/yaiq/datasets/MENSA/train/Q11/A.png,A,a small white circle at the center.
11,/home/work/yaiq/datasets/MENSA/train/Q11/B.png,B,a small black circle at the center inside an oval.
11,/home/work/yaiq/datasets/MENSA/train/Q11/C.png,C,a small black oval at the center.
11,/home/work/yaiq/datasets/MENSA/train/Q11/D.png,D,a small black circle at the center.
11,/home/work/yaiq/datasets/MENSA/train/Q11/E.png,E,a large white square with a large black oval at the center.
11,/home/work/yaiq/datasets/MENSA/train/Q11/F.png,F,a large white square at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q0.jpg,q0,a large black and white square with one notch at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q1.jpg,q1,a large white square with a medium light gray triangle at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q2.jpg,q2,a large black and white square with a diagonal line at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q3.jpg,q3,a large black and white square with one notch at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q4.jpg,q4,a large black and white square with one notch at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q5.jpg,q5,a large white square with a medium light gray triangle at the center.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q6.jpg,q6,a large light gray triangle at the center inside a large black square.
12,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q12/q7.jpg,q7,a large black and white square with one notch at the center.
12,/home/work/yaiq/datasets/MENSA/train/Q12/A.png,A,a large black and white square with one notch at the center.
12,/home/work/yaiq/datasets/MENSA/train/Q12/B.png,B,a medium black square with one notch at the center.
12,/home/work/yaiq/datasets/MENSA/train/Q12/C.png,C,a medium light gray triangle at the center inside a large black square.
12,/home/work/yaiq/datasets/MENSA/train/Q12/D.png,D,a medium black square with one notch at the center.
12,/home/work/yaiq/datasets/MENSA/train/Q12/E.png,E,a large light gray triangle at the center inside a large black square.
12,/home/work/yaiq/datasets/MENSA/train/Q12/F.png,F,a large black and white square at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q0.jpg,q0,a large black circle at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q1.jpg,q1,a large white triangle at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q2.jpg,q2,a large gray square at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q3.jpg,q3,a medium gray triangle at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q4.jpg,q4,a large black square at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q5.jpg,q5,a large white circle at center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q6.jpg,q6,a large white square at the center.
13,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q13/q7.jpg,q7,a large gray circle at center.
13,/home/work/yaiq/datasets/MENSA/train/Q13/A.png,A,a large gray square at the center.
13,/home/work/yaiq/datasets/MENSA/train/Q13/B.png,B,a large black triangle at the center.
13,/home/work/yaiq/datasets/MENSA/train/Q13/C.png,C,a medium black square at the center.
13,/home/work/yaiq/datasets/MENSA/train/Q13/D.png,D,a large white square at the center.
13,/home/work/yaiq/datasets/MENSA/train/Q13/E.png,E,a large white triangle with a black outline at the top - center and a small black triangle at the
13,/home/work/yaiq/datasets/MENSA/train/Q13/F.png,F,a large gray triangle at the center.
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q0.jpg,q0,a black circle with a horizontal line inside at the center.
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q1.jpg,q1,a medium white square at the center with three small black lines intersecting it.
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q2.jpg,q2,"a black triangle with a vertical line at the top - center and inside, a black triangle with a"
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q3.jpg,q3,"three objects : a large black triangle with two horizontal lines at the center, positioned at the top center"
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q4.jpg,q4,a large black circle with a vertical line at the center.
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q5.jpg,q5,a black line at the center of a white square. no object is in the image.
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q6.jpg,q6,a medium black cross at the center inside a medium black square.
14,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q14/q7.jpg,q7,two black triangles with lines inside at the center.
14,/home/work/yaiq/datasets/MENSA/train/Q14/A.png,A,a large black circle with a horizontal line at the center.
14,/home/work/yaiq/datasets/MENSA/train/Q14/B.png,B,"a medium black triangle at the top, a horizontal line at the bottom, and a small black triangle"
14,/home/work/yaiq/datasets/MENSA/train/Q14/C.png,C,a medium black circle with a single line inside at the center.
14,/home/work/yaiq/datasets/MENSA/train/Q14/D.png,D,a medium black circle with a horizontal line at the center.
14,/home/work/yaiq/datasets/MENSA/train/Q14/E.png,E,"a small black line at the top - left and a medium black square below it, both centered within"
14,/home/work/yaiq/datasets/MENSA/train/Q14/F.png,F,a medium black square at the center with three lines intersecting it.
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q0.jpg,q0,a medium black triangle at the center with a small black circle inside at the bottom - left.
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q1.jpg,q1,"three medium black circles inside a triangle ; three at top - left, one at bottom - right,"
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q2.jpg,q2,a medium black triangle with three small black circles inside at the center.
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q3.jpg,q3,"three medium black circles inside a triangle, positioned in a triangle shape with one at the top - right"
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q4.jpg,q4,a large black triangle with two small black circles inside at the center.
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q5.jpg,q5,a small black circle at center inside a triangle with a horizontal line separating it and the center.
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q6.jpg,q6,a medium black triangle with two small black circles inside at the center.
15,/home/work/yaiq/YAIQ/workspace/SM/dataset_cut/MENSA/train/Q15/q7.jpg,q7,"a large black triangle with one small black circle inside, positioned slightly to the right."
15,/home/work/yaiq/datasets/MENSA/train/Q15/A.png,A,"split by 3 rays from the center, a black triangle at center with three small black circles inside,"
15,/home/work/yaiq/datasets/MENSA/train/Q15/B.png,B,a medium black triangle with two small black circles inside at the center.
15,/home/work/yaiq/datasets/MENSA/train/Q15/C.png,C,"a medium black triangle with two small black circles inside, one at the top and one at the bottom"
15,/home/work/yaiq/datasets/MENSA/train/Q15/D.png,D,"split by 3 rays from the center, a black triangle with two notches at the top and three"
15,/home/work/yaiq/datasets/MENSA/train/Q15/E.png,E,"three objects : three medium black circles inside one triangle, one at the top and one at the bottom"
15,/home/work/yaiq/datasets/MENSA/train/Q15/F.png,F,"a medium black triangle with three medium black circles inside at the bottom - left, bottom - left,"
